id,cohort,tray,row,col,genotype,generation,size1,size2,size3,observer,
590,2,24,B,1,6177x6023 rep1,F8,1.32,1.25,1.33,TJE,
1532,2,24,B,2,6134,parent,1.88,1.99,2,TJE,
1028,2,24,B,3,9352x8422 rep2,F8,1.71,1.49,1.54,TJE,
86,2,24,B,4,1552x1158 rep1,F8,1.61,1.63,1.74,TJE,
122,2,24,B,5,5835x9058 rep1,F8,0,0,0,TJE,
644,2,24,B,6,6195x1074 rep1,F8,0,0,0,TJE,
419,2,24,C,1,6122x6252 rep2,F8,1.13,1.16,1.19,TJE,
1916,2,24,C,2,9455,parent,1.56,1.64,1.74,TJE,
428,2,24,C,3,6125x6099 rep1,F8,1.81,1.9,1.62,TJE,
518,2,24,C,4,6148x6138 rep1,F8,1.41,1.21,1.35,TJE,
380,2,24,C,5,6107x6128 rep1,F8,1.79,1.84,1.97,TJE,
770,2,24,C,6,6255x6136 rep2,F8,1.39,1.21,1.36,TJE,
1859,2,24,D,1,9402,parent,0,0,0,TJE,
179,2,24,D,2,6021x9407 rep1,F8,2.52,2.68,2.31,TJE,
173,2,24,D,3,6020x6030 rep1,F8,2.78,2.79,2.93,TJE,
662,2,24,D,4,6201x9399 rep1,F8,3.19,2.79,2.8,TJE,
1769,2,24,D,5,8387,parent,1.5,1.26,1.31,TJE,
665,2,24,D,6,6201x9399 rep2,F8,1.25,1.08,1.08,TJE,
89,2,24,E,1,1552x1158 rep2,F8,2.29,2.28,2.5,TJE,
338,2,24,E,2,6094x9369 rep2,F8,2.36,2.24,2.37,TJE,
1016,2,24,E,3,9336x6220 rep2,F8,3.12,3.3,3.37,TJE,
1562,2,24,E,4,6151,parent,0.34,0.34,0.3,TJE,
1898,2,24,E,5,9437,parent,2.64,2.83,3.02,TJE,
1103,2,24,E,6,9392x6073 rep1,F8,1.51,1.4,1.42,TJE,
446,2,24,F,1,6128x9413 rep1,F8,2.59,2.88,2.68,TJE,
461,2,24,F,2,6132x6255 rep2,F8,2.21,2.23,2.11,TJE,
788,2,24,F,3,6284x5830 rep2,F8,2.77,2.91,2.67,TJE,
56,2,24,F,4,1257x8334 rep1,F8,4.4,4.58,5.22,TJE,
215,2,24,F,5,6034x6231 rep2,F8,2.12,2.28,2.5,TJE,
1766,2,24,F,6,8386,parent,1.83,1.78,2.04,TJE,
944,2,24,G,1,8369x6132 rep2,F8,1.29,1.34,1.23,TJE,
1190,2,24,G,2,9433x6030 rep2,F8,2.12,2.1,2.19,TJE,
1634,2,24,G,3,6210,parent,1.33,1.51,1.43,TJE,
974,2,24,G,4,8423x8240 rep2,F8,3.15,3.65,3.74,TJE,
1901,2,24,G,5,9450,parent,1.81,1.91,2.22,TJE,
1520,2,24,G,6,6128,parent,1.8,1.56,1.64,TJE,
704,2,24,H,1,6218x6043 rep1,F8,0,0,0,TJE,
1811,2,24,H,2,9356,parent,1.31,1.33,1.37,TJE,
254,2,24,H,3,6043x9453 rep1,F8,3.8,3.16,2.94,TJE,
1913,2,24,H,4,9454,parent,2.69,2.79,3.07,TJE,
1934,2,24,H,5,992,parent,0.44,0.45,0.48,TJE,
701,2,24,H,6,6217x6126 rep2,F8,2.32,2.29,2.17,TJE,
602,2,25,A,1,6184x6025 rep1,F8,1.02,1.15,1.08,TJE,
488,2,25,A,2,6137x5867 rep1,F8,2.3,2.57,2.56,TJE,
827,2,25,A,3,6974x6198 rep1,F8,1.56,1.59,1.52,TJE,
1796,2,25,A,4,9336,parent,1.06,0.95,0.93,TJE,
932,2,25,A,5,8334x8231 rep2,F8,1.01,0.97,1.01,TJE,
1706,2,25,A,6,7517,parent,0,0,0,TJE,
317,2,25,B,1,6088x9386 rep1,F8,2.55,2.59,2.47,TJE,
1010,2,25,B,2,9332x6413 rep2,F8,0.67,0.68,0.67,TJE,
1694,2,25,B,3,6917,parent,0,0,0,TJE,
1889,2,25,B,4,9427,parent,0.95,0.94,0.9,TJE,
1742,2,25,B,5,9369x9434_rep2,parent,2.78,2.74,2.34,TJE,
1547,2,25,B,6,6142,parent,1.55,1.72,1.76,TJE,
377,2,25,C,1,6106x6071 rep2,F8,2.47,2.35,2.43,TJE,
548,2,25,C,2,6163x6111 rep1,F8,2.71,2.93,3.3,TJE,
986,2,25,C,3,9057x9382 rep2,F8,1.6,1.48,1.58,TJE,
878,2,25,C,4,8240x6036 rep2,F8,1.84,1.93,1.95,TJE,
1394,2,25,C,5,6036,parent,1.1,1.08,1.02,TJE,
206,2,25,C,6,6030x992 rep1,F8,2.36,2.24,2.45,TJE,
1820,2,25,D,1,9371,parent,0,0,0,TJE,
203,2,25,D,2,6025x6046 rep2,F8,2.29,2.08,2.12,TJE,
17,2,25,D,3,1061x6131 rep2,F8,1.73,1.83,1.88,TJE,
263,2,25,D,4,6046x6191 rep2,F8,3.1,3.25,3.33,TJE,
1094,2,25,D,5,9391x5867 rep2,F8,1.41,1.52,1.68,TJE,
83,2,25,D,6,1435x6240 rep2,F8,1.33,1.46,1.49,TJE,
1388,2,25,E,1,6034,parent,2.5,2.86,2.45,TJE,
1040,2,25,E,2,9356x6094 rep2,F8,2.64,2.7,2.67,TJE,
620,2,25,E,3,6192x1062 rep1,F8,2.51,2.78,2.69,TJE,
323,2,25,E,4,6090x9416 rep1,F8,3.66,3.83,4.19,TJE,
1736,2,25,E,5,8247,parent,2.71,2.37,2.36,TJE,
1922,2,25,E,6,9471,parent,1.06,1.06,1.13,TJE,
1880,2,25,F,1,9413,parent,2.43,2.27,2.32,TJE,
1052,2,25,F,2,9371x6021 rep2,F8,3.07,3.01,2.91,TJE,
695,2,25,F,3,6216x6258 rep2,F8,1.5,1.53,1.7,TJE,
1118,2,25,F,4,9399x6097 rep2,F8,2.83,3.01,3.13,TJE,
1715,2,25,F,5,8227,parent,2.98,2.9,3.06,TJE,
1655,2,25,F,6,6237,parent,0,0,0,TJE,
1385,2,25,G,1,6030,parent,2.06,2.24,2.39,TJE,
971,2,25,G,2,8423x8240 rep1,F8,2.11,2.05,1.93,TJE,
920,2,25,G,3,8283x9471 rep2,F8,2.84,2.83,2.97,TJE,
14,2,25,G,4,1061x6131 rep1,F8,2.07,1.88,1.91,TJE,
1514,2,25,G,5,6126,parent,1.6,1.69,1.64,TJE,
1505,2,25,G,6,6122,parent,1.41,1.41,1.47,TJE,
536,2,25,H,1,6151x9408 rep1,F8,2.32,2.41,2.63,TJE,
818,2,25,H,2,6965x9412 rep2,F8,2.6,2.57,2.6,TJE,
1271,2,25,H,3,992x9332 rep1,F8,0.72,0.68,0.6,TJE,
1043,2,25,H,4,9363x6070 rep1,F8,1.99,1.8,1.88,TJE,
242,2,25,H,5,6040x6041 rep1,F8,2.42,2.71,2.8,TJE,
884,2,25,H,6,8241x1137 rep2,F8,3.31,2.79,2.75,TJE,
905,2,26,A,1,8258x6115 rep1,F8,1.59,1.62,1.64,TJE,
572,2,26,A,2,6171x6074 rep1,F8,1.35,1.17,1.28,TJE,
1064,2,26,A,3,9381x6198 rep2,F8,1.66,1.63,1.71,TJE,
1679,2,26,A,4,6258,parent,0.05,0.05,0.05,TJE,
59,2,26,A,5,1257x8334 rep2,F8,1.4,1.35,1.42,TJE,
107,2,26,A,6,5829x9336 rep2,F8,1.24,1.33,1.22,TJE,
1853,2,26,B,1,9395,parent,0.47,0.55,0.55,TJE,
899,2,26,B,2,8256x8376 rep1,F8,2.29,2.29,2.42,TJE,
1391,2,26,B,3,6035,parent,0.41,0.48,0.42,TJE,
893,2,26,B,4,8247x6154 rep1,F8,0.94,0.99,1.04,TJE,
1340,2,26,B,5,5831,parent,0.79,0.81,0.94,TJE,
1823,2,26,B,6,9380,parent,0.59,0.63,0.59,TJE,
224,2,26,C,1,6036x1318 rep1,F8,1.51,1.19,1.2,TJE,
1625,2,26,C,2,6202,parent,0,0,0,TJE,
1829,2,26,C,3,9382,parent,0.8,0.79,0.77,TJE,
401,2,26,C,4,6114x9381 rep1,F8,1.61,1.45,1.62,TJE,
332,2,26,C,5,6092x6125 rep2,F8,1.17,1.13,1.26,TJE,
1712,2,26,C,6,8222,parent,0.29,0.28,0.3,TJE,
125,2,26,D,1,5835x9058 rep2,F8,2.08,2.12,2.19,TJE,
941,2,26,D,2,8369x6132 rep1,F8,1.02,1.01,1.01,TJE,
287,2,26,D,3,6071x6145 rep2,F8,1.42,1.51,1.56,TJE,
1319,2,26,D,4,1367,parent,0,0,0,TJE,
1445,2,26,D,5,6090,parent,1.07,1.06,1.13,TJE,
1175,2,26,D,6,9421x8256 rep1,F8,0.78,0.83,0.93,TJE,
2,2,26,E,1,1002x6038 rep1,F8,2.12,2.1,2.22,TJE,
1169,2,26,E,2,9416x6086 rep1,F8,1.89,1.88,1.94,TJE,
1772,2,26,E,3,8422,parent,0.18,0.15,0.16,TJE,
218,2,26,E,4,6035x9433 rep1,F8,0.51,0.47,0.6,TJE,
185,2,26,E,5,6023x9380 rep1,F8,0.89,0.82,0.88,TJE,
902,2,26,E,6,8256x8376 rep2,F8,1.92,1.97,1.98,TJE,
809,2,26,F,1,6918x9323 rep1,F8,1.09,1.14,1.09,TJE,
155,2,26,F,2,6013x8241 rep1,F8,1.48,1.36,1.21,TJE,
863,2,26,F,3,8231x8386 rep1,F8,1.77,1.84,1.96,TJE,
722,2,26,F,4,6231x6039 rep2,F8,1.32,1.35,1.47,TJE,
1673,2,26,F,5,6252,parent,0,0,0,TJE,
1337,2,26,F,6,5830,parent,1.05,0.95,0.92,TJE,
470,2,26,G,1,6133x6917 rep1,F8,0.52,0.47,0.48,TJE,
1001,2,26,G,2,9323x8369 rep1,F8,1.33,1.26,1.2,TJE,
326,2,26,G,3,6090x9416 rep2,F8,1.96,1.59,2.01,TJE,
407,2,26,G,4,6115x1585 rep1,F8,1.27,1.26,1.38,TJE,
1862,2,26,G,5,9404,parent,1.04,1.16,1.19,TJE,
1568,2,26,G,6,6154,parent,2.24,2.32,2.09,TJE,
1703,2,26,H,1,6974,parent,1.53,1.69,1.75,TJE,
1154,2,26,H,2,9409x6104 rep2,F8,1.19,1.34,1.21,TJE,
1265,2,26,H,3,991x6210 rep1,F8,1.02,1.11,1.08,TJE,
491,2,26,H,4,6137x5867 rep2,F8,2.01,2.05,2.04,TJE,
260,2,26,H,5,6046x6191 rep1,F8,2.03,2.02,2.37,TJE,
29,2,26,H,6,1063x1435 rep2,F8,0.53,0.48,0.46,TJE,
1256,2,27,A,1,9476x991 rep2,F8,0.8,0.74,0.78,TJE,
1409,2,27,A,2,6043,parent,1.81,1.78,1.89,TJE,
1844,2,27,A,3,9391,parent,0.42,0.42,0.37,TJE,
1073,2,27,A,4,9386x6171 rep1,F8,1.73,1.78,1.82,TJE,
785,2,27,A,5,6284x5830 rep1,F8,1.771.14,1.13,1.09,TJE,
1211,2,27,A,6,9451x9437 rep1,F8,1.67,1.76,1.8,TJE,
1460,2,27,B,1,6099,parent,1.96,1.73,1.88,TJE,
950,2,27,B,2,8376x6201 rep2,F8,2.44,2.11,2.08,TJE,
914,2,27,B,3,8259x6217 rep2,F8,1.2,1.22,1.35,TJE,
1292,2,27,B,4,1063,parent,1.34,1.35,1.34,TJE,
1451,2,27,B,5,6094,parent,2.02,1.88,1.73,TJE,
1616,2,27,B,6,6197,parent,0.43,0.43,0.39,TJE,
458,2,27,C,1,6132x6255 rep1,F8,0,0,0,TJE,
677,2,27,C,2,6203x9321 rep2,F8,2.64,2.81,2.76,TJE,
11,2,27,C,3,1002x6244 rep2,F8,2.23,2.19,2.09,TJE,
638,2,27,C,4,6194x1061 rep1,F8,1.31,1.28,1.35,TJE,
1667,2,27,C,5,6243,parent,1.67,1.68,1.88,TJE,
998,2,27,C,6,9321x6189 rep2,F8,2.1,2.25,2.37,TJE,
1757,2,27,D,1,8351,parent,2.07,2.11,1.92,TJE,
1466,2,27,D,2,6102,parent,0.05,0.05,0.05,TJE,
1787,2,27,D,3,9321,parent,0.52,0.59,0.58,TJE,
1370,2,27,D,4,6020,parent,1.68,1.68,1.62,TJE,
737,2,27,D,5,6240x5831 rep1,F8,0.79,0.73,0.74,TJE,
1613,2,27,D,6,6195,parent,2.19,2.23,2.01,TJE,
143,2,27,E,1,5867x6913 rep2,F8,2.72,2.57,3.16,TJE,
473,2,27,E,2,6133x6917 rep2,F8,0,0,0,TJE,
353,2,27,E,3,6099x9394 rep2,F8,1.39,1.35,1.53,TJE,
1748,2,27,E,4,8283,parent,1.86,1.74,1.83,TJE,
1082,2,27,E,5,9388x9057 rep2,F8,2.49,2.73,2.48,TJE,
605,2,27,E,6,6184x6025 rep2,F8,2.11,1.99,2.25,TJE,
290,2,27,F,1,6073x9476 rep2,F8,4.26,4.3,4.52,TJE,
1145,2,27,F,2,9408x9352 rep1,F8,2.19,1.99,2.16,TJE,
110,2,27,F,3,5830x6085 rep1,F8,2.98,3.09,2.87,TJE,
23,2,27,F,4,1062x6108 rep2,F8,2.55,2.59,2.64,TJE,
1760,2,27,F,5,8369,parent,1.12,1.12,1.06,TJE,
1607,2,27,F,6,6193,parent,2.26,2.33,2.52,TJE,
1637,2,27,G,1,6216,parent,0,0,0,TJE,
908,2,27,G,2,8258x6115 rep2,F8,2.68,3.02,3.25,TJE,
233,2,27,G,3,6038x6039 rep2,F8,3.33,3.77,3.67,TJE,
1373,2,27,G,4,6021,parent,3.9,4.12,4.21,TJE,
1436,2,27,G,5,6085,parent,0,0,0,TJE,
1790,2,27,G,6,9323,parent,1.6,1.62,1.53,TJE,
1079,2,27,H,1,9388x9057 rep1,F8,2.15,2.12,2.43,TJE,
1727,2,27,H,2,8240,parent,2.46,2.52,2.5,TJE,
1022,2,27,H,3,9343x8259 rep2,F8,3.54,3.92,4.28,TJE,
599,2,27,H,4,6180x1317 rep2,F8,2.12,1.93,2.11,TJE,
8,2,27,H,5,1002x6244 rep1,F8,2.92,2.93,3,TJE,
1496,2,27,H,6,6114,parent,1.21,1.29,1.37,TJE,
431,2,28,A,1,6125x6099 rep2,F8,0,0,0,TJE,
1376,2,28,A,2,6023,parent,0.88,0.93,0.84,TJE,
1334,2,28,A,3,5829,parent,0.22,0.21,0.18,TJE,
1751,2,28,B,1,8307,parent,1.32,1.3,1.43,TJE,
1883,2,28,B,2,9416,parent,0.72,0.69,0.66,TJE,
1580,2,28,B,3,6171,parent,1.6,1.46,1.48,TJE,
1658,2,28,C,1,6238,parent,0.72,0.79,0.83,TJE,
1511,2,28,C,2,6125,parent,0,0,0,TJE,
647,2,28,C,3,6195x1074 rep2,F8,2.3,2.44,2.32,TJE,
1598,2,28,D,1,6189,parent,3.58,3.85,4.43,TJE,
1793,2,28,D,2,9332,parent,0.98,0.96,0.93,TJE,
386,2,28,D,3,6108x6192 rep2,F8,4,4.23,4.04,TJE,
416,2,28,E,1,6118x8227 rep2,F8,2.96,2.89,2.98,TJE,
1238,2,28,E,2,9455x9371 rep2,F8,3.32,3.18,3.31,TJE,
962,2,28,E,3,8387x6238 rep2,F8,3.26,3.31,3.16,TJE,
1571,2,28,F,1,6163,parent,3.38,3.53,3.45,TJE,
917,2,28,F,2,8283x9471 rep1,F8,1.63,1.71,1.79,TJE,
1670,2,28,F,3,6244,parent,2.2,2.17,2.1,TJE,
1874,2,28,G,1,9409,parent,1.59,1.55,1.56,TJE,
680,2,28,G,2,6209x6151 rep1,F8,1.2,1.22,1.21,TJE,
1301,2,28,H,1,1158,parent,0.37,0.34,0.23,TJE,
20,2,28,H,2,1062x6108 rep1,F8,1.8,1.84,1.78,TJE,
1812,3,29,A,1,9356,parent,1.51,1.18,0.92,AMM+TDM,
165,3,29,A,2,6017x9392 rep2,F8,1.18,1.35,1.39,AMM+TDM,
798,3,29,A,3,6913x6149 rep1,F8,0.66,0.72,0.81,AMM+TDM,
243,3,29,A,4,6040x6041 rep1,F8,1.5,1.51,1.73,AMM+TDM,
45,3,29,A,5,1158x6092 rep1,F8,0.77,0.59,0.64,AMM+TDM,
1029,3,29,A,6,9352x8422 rep2,F8,3.39,3.34,3.13,AMM+TDM,
1929,3,29,B,1,9481,parent,0,0,0,AMM+TDM,
249,3,29,B,2,6041x6153 rep1,F8,2.65,2.74,3.15,AMM+TDM,
852,3,29,B,3,8227x6216 rep1,F8,2.18,2.17,2.1,AMM+TDM,
1191,3,29,B,4,9433x6030 rep2,F8,2.39,2.44,2.58,AMM+TDM,
1149,3,29,B,5,9408x9352 rep2,F8,3.05,3.84,3.08,AMM+TDM,
711,3,29,B,6,6220x9339 rep1,F8,2.62,2.75,2.87,AMM+TDM,
1263,3,29,C,1,9481x9399 rep2,F8,4.07,4.27,4.35,AMM+TDM,
288,3,29,C,2,6071x6145 rep2,F8,3.22,3.23,3.14,AMM+TDM,
504,3,29,C,3,6140x9388 rep2,F8,2.3,2.37,2.36,AMM+TDM,
363,3,29,C,4,6104x6034 rep1,F8,2.91,2.77,2.99,AMM+TDM,
1635,3,29,C,5,6210,parent,2.25,2.03,2.07,AMM+TDM,some local lesions that are not recognised as green
420,3,29,C,6,6122x6252 rep2,F8,2.23,2.26,2.15,AMM+TDM,
48,3,29,D,1,1158x6092 rep2,F8,2.66,2.27,2.23,AMM+TDM,
564,3,29,D,2,6166x7519 rep2,F8,0,0,0,AMM+TDM,
381,3,29,D,3,6107x6128 rep1,F8,3.42,3.12,3.47,AMM+TDM,
1641,3,29,D,4,6217,parent,1.1,0.96,0.99,AMM+TDM,some local lesions that are not recognised as green
615,3,29,D,5,6191x6965 rep1,F8,4.62,4.61,4.97,AMM+TDM,
726,3,29,D,6,6237x6090 rep1,F8,6.37,6.48,7.11,AMM+TDM,leaves over cardboard
1110,3,29,E,1,9395x9454 rep1,F8,4.08,4.09,3.74,AMM+TDM,
528,3,29,E,2,6149x9395 rep2,F8,4.11,3.56,3.57,AMM+TDM,
1356,3,29,E,3,6011,parent,3.3,2.94,3.03,AMM+TDM,
1107,3,29,E,4,9392x6073 rep2,F8,3.6,3.79,4.24,AMM+TDM,
84,3,29,E,5,1435x6240 rep2,F8,2.04,2.2,2.55,AMM+TDM,
1632,3,29,E,6,6209,parent,3.06,3.29,3.12,AMM+TDM,
1893,3,29,F,1,9433,parent,3.05,2.69,2.52,AMM+TDM,
1590,3,29,F,2,6177,parent,6.52,6.72,6.59,AMM+TDM,
684,3,29,F,3,6209x6151 rep2,F8,1.3,1.3,1.04,AMM+TDM,
1860,3,29,F,4,9402,parent,0,0,0,AMM+TDM,
96,3,29,F,5,1585x9427 rep2,F8,1.31,1.3,1.17,AMM+TDM,
1500,3,29,F,6,6115,parent,1.06,1.06,0.99,AMM+TDM,
1140,3,29,G,1,9407x6040 rep1,F8,2.54,2.69,2.26,AMM+TDM,
1905,3,29,G,2,9451,parent,2.2,1.93,1.89,AMM+TDM,
921,3,29,G,3,8283x9471 rep2,F8,3.22,3.14,2.75,AMM+TDM,
1695,3,29,G,4,6917,parent,0,0,0,AMM+TDM,
1614,3,29,G,5,6195,parent,4.01,3.59,3.42,AMM+TDM,
1482,3,29,G,6,6108,parent,4.62,4.34,4.37,AMM+TDM,
1857,3,29,H,1,9399,parent,3.12,2.87,2.46,AMM+TDM,
1836,3,29,H,2,9386,parent,1.86,1.71,1.75,AMM+TDM,
1839,3,29,H,3,9388,parent,1.64,1.46,1.47,AMM+TDM,
1872,3,29,H,4,9408,parent,2.78,2.51,2.85,AMM+TDM,
468,3,29,H,5,6133x6020 rep2,F8,4.15,3.74,3.87,AMM+TDM,
951,3,29,H,6,8376x6201 rep2,F8,0,0,0,AMM+TDM,
1239,3,30,A,1,9455x9371 rep2,F8,1.29,1.24,1.18,AMM+TDM,
849,3,30,A,2,8222x6243 rep2,F8,1.29,1.37,1.37,AMM+TDM,
1416,3,30,A,3,6064,parent,0,0,0,AMM+TDM,
1557,3,30,A,4,6149,parent,1.02,1.05,0.96,AMM+TDM,
1542,3,30,A,5,6138,parent,0.48,0.52,0.49,AMM+TDM,
1536,3,30,A,6,6136,parent,1.72,1.75,1.64,AMM+TDM,
549,3,30,B,1,6163x6111 rep1,F8,2.76,2.86,2.7,AMM+TDM,
687,3,30,B,2,6210x6134 rep1,F8,0.24,0.26,0.28,AMM+TDM,
552,3,30,B,3,6163x6111 rep2,F8,0.56,0.57,0.52,AMM+TDM,
576,3,30,B,4,6171x6074 rep2,F8,2.27,2.82,2.53,AMM+TDM,
33,3,30,B,5,1137x1074 rep1,F8,4.69,4.89,4.74,AMM+TDM,
1779,3,30,B,6,8426,parent,1.85,2.08,1.89,AMM+TDM,
585,3,30,C,1,6173x9383 rep1,F8,1.76,1.93,1.86,AMM+TDM,
360,3,30,C,2,6100x6069 rep2,F8,3.02,3.03,3.07,AMM+TDM,
957,3,30,C,3,8386x6241 rep2,F8,1.6,1.53,1.43,AMM+TDM,
156,3,30,C,4,6013x8241 rep1,F8,2.15,2.23,2.09,AMM+TDM,
768,3,30,C,5,6255x6136 rep1,F8,2.21,2.25,2.22,AMM+TDM,
1284,3,30,C,6,1002,parent,0,0,0,AMM+TDM,
1833,3,30,D,1,9383,parent,1.45,1.47,1.43,AMM+TDM,
39,3,30,D,2,1137x6237 rep1,F8,1.81,1.76,1.84,AMM+TDM,
66,3,30,D,3,1317x6276 rep2,F8,5.49,5.45,5.54,AMM+TDM,
747,3,30,D,4,6241x1552 rep2,F8,4.03,4.64,4.35,AMM+TDM,
1560,3,30,D,5,6150,parent,1.62,1.6,1.59,AMM+TDM,
990,3,30,D,6,9058x6112 rep1,F8,4,4.2,4.33,AMM+TDM,
1374,3,30,E,1,6021,parent,5.31,5.6,5.46,AMM+TDM,
1299,3,30,E,2,1137,parent,0.09,0.09,0.09,AMM+TDM,
1761,3,30,E,3,8369,parent,1.31,1.46,1.47,AMM+TDM,
960,3,30,E,4,8387x6238 rep1,F8,1.11,1.09,1.1,AMM+TDM,
1083,3,30,E,5,9388x9057 rep2,F8,3.26,3.42,3.43,AMM+TDM,
900,3,30,E,6,8256x8376 rep1,F8,4.69,4.54,4.87,AMM+TDM,
1797,3,30,F,1,9336,parent,3.52,3.15,3.25,AMM+TDM,
1548,3,30,F,2,6142,parent,1.42,1.75,1.68,AMM+TDM,
1503,3,30,F,3,6118,parent,1.48,1.52,1.51,AMM+TDM,
1917,3,30,F,4,9455,parent,3.8,3.78,4.21,AMM+TDM,
